US Short Form Leads
NAUT8002035443201509192039LEAD00000100000085364928CUS-20396032               BRNGN120TCMOMTICTRC
NAUT8002479645201509190713LEAD00000100000053224414CUS-20395379               QUBON120TCMOMTICTRC
NAUT8002479645201509190848LEAD00000100000074136918CUS-20395454               QUBON120TCMOMTICTRC
NAUT8002479645201509191131LEAD00000100000027405336CUS-20395565               QUBON120TCMOMTICTRC
NAUT8002580646201509192139LEAD00000100000078258210CUS-20396068               ION*N120ALOBYTICTRC
NAUT8002591694201509191801LEAD00000100000031525912CUS-20395895               METVN120ALOBYTICTRC
NAUT8002949672201509190620LEAD00000100000045380937CUS-3117543               DTVSN60*HAMF*TICBMT
NAUT8002949672201509190625LEAD00000100000029532843CUS-20395348               DTVSN60*HAMF*TICBMT
NAUT8002949672201509190639LEAD00000100000030906706CUS-20395357               DTVSN60*HAMF*TICBMT
NAUT8002949672201509190652LEAD00000100000007470862CUS-20395364               DTVSN60*HAMF*TICBMT
NAUT8002949672201509190653LEAD00000100000043615201CUS-17950970               DTVSN60*HAMF*TICBMT
NAUT8002949672201509190657LEAD00000100000089074702CUS-20395370               DTVSN60*HAMF*TICBMT
NAUT8002949672201509191102LEAD00000100000095497530CUS-20395551               DTVSN60*HAMF*TICBMT
NAUT8002949672201509191105LEAD00000100000095497530CUS-20395551               DTVSN60*HAMF*TICTRC
NAUT8003302710201509190928LEAD00000100000048174313CUS-20395477               BRNGN120TCDADTICTRC
NAUT8003419994201509191615LEAD00000100000011212347CUS-20395788               CZNYN120ALOBYTICTRC
NAUT8003419994201509191616LEAD00000100000050317515CUS-20395789               CZNYN120ALOBYTICTRC
NAUT8003759540201509190039LEAD00000100000091311818CUS-20395251               FOXNN120WMNS*TICTRC
NAUT8003759540201509190042LEAD00000100000020879202CUS-20395252               FOXNN120WMNS*TICTRC
NAUT8003759540201509190137LEAD00000100000047001740CUS-20395259               FOXNN120WMNS*TICTRC
NAUT8004200250201509191124LEAD00000100000030274404CUS-11844362               LAFFN120HAMBYTICBMT
NAUT8004200250201509191125LEAD00000100000033470561CUS-1343661               LAFFN120HAMBYTICBMT
NAUT8004200250201509191214LEAD00000100000007728732CUS-20395607               LAFFN120HAMBYTICBMT
NAUT8004200250201509191534LEAD00000100000085225480CUS-20395769               LAFFN120HAMBYTICBMT
NAUT8004200250201509191535LEAD00000100000048206251CUS-20395771               LAFFN120HAMBYTICBMT
NAUT8004200250201509191535LEAD00000100000048213586CUS-20395767               LAFFN120HAMBYTICBMT
NAUT8004200250201509191649LEAD00000100000085205480CUS-20395818               LAFFN120HAMBYTICBMT
NAUT8004200250201509191739LEAD00000100000085201480CUS-20395871               LAFFN120HAMBYTICBMT
NAUT8004200250201509191742LEAD00000100000077597409CUS-20395873               LAFFN120HAMBYTICBMT
NAUT8004201780201509191332LEAD00000100000040241CUS-20395675               CZNYN120WMNS*TICTRC
NAUT8004201780201509191332LEAD00000100000087031562CUS-20395680               CZNYN120WMNS*TICTRC
NAUT8004201780201509191335LEAD00000100000049017269CUS-20395682               CZNYN120WMNS*TICTRC
NAUT8004201780201509191736LEAD00000100000048218248CUS-20395868               CZNYN120WMNS*TICTRC
NAUT8004201780201509191736LEAD00000100000078412361CUS-20395866               CZNYN120WMNS*TICTRC
NAUT8004201780201509191838LEAD00000100000002355508CUS-20395926               CZNYN120WMNS*TICTRC
NAUT8004262803201509191225LEAD00000100000002908401CUS-20395614               SUNDN180HAMF*TICBMT
NAUT8004262803201509191226LEAD00000100000066604785CUS-20395617               SUNDN180HAMF*TICBMT
NAUT8004262803201509191227LEAD00000100000060503630CUS-20395620               SUNDN180HAMF*TICBMT
NAUT8004262803201509191227LEAD00000100000070611337CUS-20395616               SUNDN180HAMF*TICBMT
NAUT8004262803201509191236LEAD00000100000011520516CUS-59705               SUNDN180HAMF*TICBMT
NAUT8004262803201509191326LEAD00000100000022712540CUS-20395672               SUNDN180HAMF*TICBMT
NAUT8004365669201509191856LEAD00000100000093535661CUS-20395945               WNATN120HAMBYTICBMT
NAUT8004367530201509191241LEAD00000100000071753870CUS-20395633               JUSTN120HAMBYTICBMT
NAUT8004367530201509191424LEAD00000100000078660512CUS-20395711               JUSTN120HAMBYTICBMT
NAUT8004367530201509191534LEAD00000100000077477281CUS-20395768               JUSTN120HAMBYTICBMT
NAUT8005383381201509191658LEAD00000100000031001229CUS-20395825               INSPN120WMNS*TICTRC
NAUT8005383381201509191659LEAD00000100000017112717CUS-20395826               INSPN120WMNS*TICTRC
NAUT8005383381201509191659LEAD00000100000035611256CUS-20395827               INSPN120WMNS*TICTRC
NAUT8005383381201509191700LEAD00000100000024312276CUS-20395830               INSPN120WMNS*TICTRC
NAUT8005383381201509191700LEAD00000100000071226318CUS-20395832               INSPN120WMNS*TICTRC
NAUT8005383381201509191700LEAD00000100000077327281CUS-20395829               INSPN120WMNS*TICTRC
NAUT8005383381201509191701LEAD00000100000078250210CUS-20395833               INSPN120WMNS*TICTRC
NAUT8005383381201509191702LEAD00000100000028052704CUS-20395836               INSPN120WMNS*TICTRC
NAUT8005383381201509191842LEAD00000100000039330601CUS-20395930               INSPN120WMNS*TICTRC
NAUT8005489735201509191254LEAD00000100000015146412CUS-20395640               RS**L120HAMBYTICBMT
NAUT8006491651201509190733LEAD00000100000028681828CUS-3081450               SUNDN120HAMBYTICBMT
NAUT8006491651201509190733LEAD00000100000077532281CUS-20395395               SUNDN120HAMBYTICBMT
NAUT8006491651201509190734LEAD00000100000015827814CUS-20395394               SUNDN120HAMBYTICBMT
NAUT8006491651201509191534LEAD00000100000093444805CUS-20395770               SUNDN120HAMBYTICBMT
NAUT8006508911201509191542LEAD00000100000087421505CUS-20395775               SPKEN120HAMBYTICBMT
NAUT8007075269201509191850LEAD00000100000064127816CUS-20395940               DISMN60*HAMF*TICBMT
NAUT8007110152201509190814LEAD00000100000024853304CUS-19941564               PUREN180HAMF*TICBMT
NAUT8007576514201509191652LEAD00000100000020784240CUS-20395820               ZLIVN120ALOBYTICTRC
NAUT8007632060201509191043LEAD00000100000080919719CUS-20395532               HMM*N120ALOBYTICTRC
NAUT8007639080201509192036LEAD00000100000094544310CUS-20396029               DIRNN60*HAMF*TICBMT
NAUT8008204560201509200032LEAD00000100000032533850CUS-20396126               FOXNN120ALOBYTICTRC
NAUT8008597382201509191125LEAD00000100000085301480CUS-20395561               ION*N120HAMBYTICBMT
NAUT8009211618201509192335LEAD00000100000074137918CUS-6698237               M610P60*NOTSTTICBMT
NAUT8009213024201509190737LEAD00000100000044119216CUS-20395400               M616P60*NOTSTTICBMT
NAUT8009213028201509190537LEAD00000100000038851662CUS-20395328               M617P60*NOTSTTICBMT
NAUT8009213028201509190541LEAD00000100000060636773CUS-20395330               M617P60*NOTSTTICBMT
NAUT8009213034201509191332LEAD00000100000046143317CUS-20395679               M619P60*NOTSTTICBMT
NAUT8009315139201509190655LEAD00000100000016601814CUS-20395367               HGTVN5MINFIVE*TICTRC
NAUT8009526851201509191044LEAD00000100000064114816CUS-20395534               PIVTN180HAMF*TICBMT
NAUT8009531059201509191318LEAD00000100000078227210CUS-20395662               LIFEL60*ALOHATICTRC
NAUT8009531983201509191135LEAD00000100000008046609CUS-20395568               RELZ*N120HAMBYTICBMT
NAUT8009531983201509191636LEAD00000100000063556660CUS-17927384               RELZ*N120HAMBYTICBMT
NAUT8009531983201509191637LEAD00000100000048035248CUS-20395804               RELZ*N120HAMBYTICBMT
NAUT8009531983201509191637LEAD00000100000085042602CUS-20395803               RELZ*N120HAMBYTICBMT
NAUT8009531983201509191637LEAD00000100000090220562CUS-20395805               RELZ*N120HAMBYTICBMT
NAUT8009531983201509191813LEAD00000100000091913619CUS-20395908               RELZ*N120HAMBYTICBMT
NAUT8009579671201509191142LEAD00000100000030122404CUS-20395573               VEL*N120HAMBYTICBMT
NAUT8009579671201509191145LEAD00000100000002838401CUS-20395580               VEL*N120HAMBYTICBMT
