US Electronic Short Form Leads
NAUT8002035538201510042252ELED00000100000077396281CUS-20411104               DSETSF15ATRC
NAUT8002439827201510040109ELED00000100000091950619CUS-20410206               dseesf14aBMT
NAUT8002439827201510040113ELED00000100000089048360CUS-20410207               dseesf14aBMT
NAUT8002439827201510040357ELED00000100000085302623CUS-20410220               dseesf14aBMT
NAUT8002439827201510040548ELED00000100000064053816CUS-20410241               dseesf14aBMT
NAUT8002439827201510040905ELED00000100000001803781CUS-20410372               dseesf14aBMT
NAUT8002439827201510040906ELED00000100000021220443CUS-20410374               dseesf14aBMT
NAUT8002439827201510040915ELED00000100000047342765CUS-20410382               dseesf14aBMT
NAUT8002439827201510040922ELED00000100000000739787CUS-20410387               dseesf14aBMT
NAUT8002439827201510040927ELED00000100000078244210CUS-20410393               dseesf14aBMT
NAUT8002439827201510040942ELED00000100000060476708CUS-12497782               dseesf14aBMT
NAUT8002439827201510040945ELED00000100000079838915CUS-20410407               dseesf14aBMT
NAUT8002439827201510040953ELED00000100000023116804CUS-7530291               dseesf14aBMT
NAUT8002439827201510041002ELED00000100000060050815CUS-20410419               dseesf14aBMT
NAUT8002439827201510041051ELED00000100000034759407CUS-5358460               dseesf14aBMT
NAUT8002439827201510041130ELED00000100000057105605CUS-20410485               dseesf14aBMT
NAUT8002439827201510041138ELED00000100000042301270CUS-20410489               dseesf14aBMT
NAUT8002439827201510041159ELED00000100000071209318CUS-20410510               dseesf14aBMT
NAUT8002439827201510041237ELED00000100000014845607CUS-20410547               dseesf14aBMT
NAUT8002439827201510041338ELED00000100000011003516CUS-20410587               dseesf14aBMT
NAUT8002439827201510041347ELED00000100000028037704CUS-20410593               SAWDSEESF14ABMT
NAUT8002439827201510041416ELED00000100000096734305CUS-20410623               dseesf14aBMT
NAUT8002439827201510041419ELED00000100000030066678CUS-20410627               dseesf14aBMT
NAUT8002439827201510041426ELED00000100000062258618CUS-20410634               dseesf14aBMT
NAUT8002439827201510041430ELED00000100000095127408CUS-20410636               dseesf14aBMT
NAUT8002439827201510041438ELED00000100000023834804CUS-10926833               dseesf14aBMT
NAUT8002439827201510041549ELED00000100000004062407CUS-20410709               dseesf14aBMT
NAUT8002439827201510041559ELED00000100000060623773CUS-20410716               dseesf14aBMT
NAUT8002439827201510041602ELED00000100000071459337CUS-20410717               dseesf14aBMT
NAUT8002439827201510041619ELED00000100000029485843CUS-20410732               dseesf14aBMT
NAUT8002439827201510041652ELED00000100000041076513CUS-20410766               dseesf14aBMT
NAUT8002439827201510041709ELED00000100000078251210CUS-20410783               dseesf14aBMT
NAUT8002439827201510041718ELED00000100000097309602CUS-20410790               dseesf14aBMT
NAUT8002439827201510041807ELED00000100000098597253CUS-20410845               SAWDSEESF14ABMT
NAUT8002439827201510041809ELED00000100000078754513CUS-20410850               dseesf14aBMT
NAUT8002439827201510041813ELED00000100000019142215CUS-20410856               dseesf14aBMT
NAUT8002439827201510042015ELED00000100000057107605CUS-20410976               dseesf14aBMT
NAUT8002439827201510042028ELED00000100000022602540CUS-20410983               dseesf14aBMT
NAUT8002439827201510042127ELED00000100000085304623CUS-20411035               dseesf14aBDY
NAUT8002439827201510042127ELED00000100000085304623CUS-20411035               dseesf14aBMT
NAUT8002439827201510042145ELED00000100000055340763CUS-20411058               dseesf14aBMT
NAUT8002439827201510042153ELED00000100000098584360CUS-20411066               dseesf14aBMT
NAUT8002439827201510042159ELED00000100000090247562CUS-20411073               dseesf14aBMT
NAUT8002615850201510041045ELED00000100000028269704CUS-20410449               DSEESF14FBMT
NAUT8002615850201510041613ELED00000100000010954845CUS-20410728               DSEESF14FBMT
NAUT8002615850201510041729ELED00000100000043612419CUS-20410808               DSEESF14FBMT
NAUT8002615850201510041807ELED00000100000061956708CUS-20410847               DSEESF14FBMT
NAUT8002615850201510041837ELED00000100000032835407CUS-20410877               DSEESF14FBMT
NAUT8002615850201510041856ELED00000100000098501360CUS-20410896               DSEESF14FBMT
NAUT8002615850201510041944ELED00000100000083647719CUS-20410946               DSEESF14FBMT
NAUT8002615850201510041950ELED00000100000006470609CUS-20410952               DSEESF14FBMT
NAUT8002615850201510041958ELED00000100000044136917CUS-20410962               DSEESF14FBMT
NAUT8002615850201510042012ELED00000100000078258210CUS-20410973               DSEESF14FBMT
NAUT8002615850201510042040ELED00000100000007746516CUS-20137419               DSEESF14FBMT
NAUT8002696045201510040649ELED00000100000033569813CUS-20410263               dsetsf11gTRC
NAUT8002696045201510040654ELED00000100000033619734CUS-20410267               dsetsf11gTRC
NAUT8002696045201510040657ELED00000100000010460347CUS-20410269               dsetsf11gTRC
NAUT8002696045201510040716ELED00000100000050317CUS-20410277               dsetsf11gTRC
NAUT8002696045201510040735ELED00000100000087112505CUS-20410293               dsetsf11gTRC
NAUT8002696045201510040739ELED00000100000023323757CUS-20410296               dsetsf11gTRC
NAUT8002696045201510040742ELED00000100000029670803CUS-20410298               dsetsf11gTRC
NAUT8002696045201510040746ELED00000100000037115615CUS-20410304               dsetsf11gTRC
NAUT8002696045201510040750ELED00000100000095023408CUS-20410305               dsetsf11gTRC
NAUT8002696045201510040754ELED00000100000010455347CUS-20410309               dsetsf11gTRC
NAUT8002696045201510040822ELED00000100000077520832CUS-20410333               dsetsf11gTRC
NAUT8002696045201510040827ELED00000100000095329209CUS-20410336               dsetsf11gTRC
NAUT8002696045201510040831ELED00000100000027021336CUS-20410340               dsetsf11gTRC
NAUT8002696045201510040846ELED00000100000073772CUS-20410355               dsetsf11gTRC
NAUT8002696045201510040855ELED00000100000055445763CUS-20410361               dsetsf11gTRC
NAUT8002696045201510040902ELED00000100000077073832CUS-20410370               dsetsf11gTRC
NAUT8002696045201510040907ELED00000100000075253214CUS-20410377               dsetsf11gTRC
NAUT8002696045201510040910ELED00000100000020785301CUS-20410379               dsetsf11gTRC
NAUT8002696045201510040914ELED00000100000048881616CUS-20410381               dsetsf11gTRC
NAUT8002696045201510040921ELED00000100000001905857CUS-20410386               dsetsf11gTRC
NAUT8002696045201510040922ELED00000100000029223803CUS-20410388               dsetsf11gTRC
NAUT8002696045201510040926ELED00000100000008611609CUS-20410392               dsetsf11gTRC
NAUT8002696045201510040930ELED00000100000024354276CUS-20410397               dsetsf11gTRC
NAUT8002696045201510040934ELED00000100000002828401CUS-20410398               dsetsf11gTRC
NAUT8002696045201510040939ELED00000100000074804405CUS-20410403               dsetsf11gTRC
NAUT8002696045201510040943ELED00000100000082930307CUS-20410406               dsetsf11gTRC
NAUT8002696045201510040946ELED00000100000048076248CUS-20410409               dsetsf11gTRC
NAUT8002696045201510040950ELED00000100000089081702CUS-20410411               dsetsf11gTRC
NAUT8002696045201510040954ELED00000100000048346248CUS-20410416               dsetsf11gTRC
NAUT8002696045201510041618ELED00000100000044035440CUS-20410731               dsetsf11gTRC
NAUT8002696045201510041702ELED00000100000042274270CUS-20410776               dsetsf11gTRC
NAUT8002696045201510042058ELED00000100000049401616CUS-20411006               dsetsf11gTRC
NAUT8002696045201510042102ELED00000100000062830618CUS-20411008               dsetsf11gTRC
NAUT8002696045201510042109ELED00000100000064840417CUS-20411016               dsetsf11gTRC
NAUT8002696045201510042110ELED00000100000083617208CUS-20411017               dsetsf11gTRC
NAUT8002696045201510042113ELED00000100000035043205CUS-20411022               dsetsf11gTRC
NAUT8002696045201510042123ELED00000100000084090801CUS-20411032               dsetsf11gTRC
NAUT8002952928201510041733ELED00000100000016101724CUS-20410815               dseesf14cBMT
NAUT8002952928201510042004ELED00000100000021205410CUS-15933025               dseesf14cBMT
NAUT8004018947201510040003ELED00000100000028144704CUS-20410130               dsetsf11aTRC
NAUT8004018947201510040021ELED00000100000089117702CUS-20410193               dsetsf11aTRC
NAUT8004018947201510040058ELED00000100000023323CUS-20410203               dsetsf11aTRC
NAUT8004018947201510041102ELED00000100000043031740CUS-20410461               dsetsf11aTRC
NAUT8004018947201510041354ELED00000100000011229718CUS-20410599               dsetsf11aTRC
NAUT8004018947201510041534ELED00000100000012485518CUS-20410699               dsetsf11aTRC
NAUT8004018947201510041554ELED00000100000008109856CUS-20410713               dsetsf11aTRC
NAUT8004018947201510041634ELED00000100000007106862CUS-20410751               dsetsf11aTRC
NAUT8004018947201510041706ELED00000100000030740706CUS-20410779               dsetsf11aTRC
NAUT8004018947201510041710ELED00000100000076706254CUS-20410784               dsetsf11aTRC
NAUT8004018947201510041743ELED00000100000004401207CUS-20410818               dsetsf11aTRC
NAUT8004018947201510041750ELED00000100000045248513CUS-20410830               dsetsf11aTRC
NAUT8004018947201510041846ELED00000100000056258507CUS-20410886               dsetsf11aTRC
NAUT8004018947201510041851ELED00000100000033073954CUS-20410888               dsetsf11aTRC
NAUT8004018947201510041903ELED00000100000078728512CUS-20410903               dsetsf11aTRC
NAUT8004018947201510042011ELED00000100000079936915CUS-20410972               dsetsf11aTRC
NAUT8004018947201510042017ELED00000100000033067314CUS-20410977               dsetsf11aTRC
NAUT8004018947201510042243ELED00000100000074019918CUS-20411100               dsetsf11aTRC
NAUT8004368368201510041207ELED00000100000092223CUS-20410516               DSETDIRTRC
NAUT8004368368201510041754ELED00000100000041723630CUS-20410834               DSETDIRTRC
NAUT8005258332201510040030ELED00000100000054981715CUS-3436328               DSEESF14EBMT
NAUT8005258332201510040835ELED00000100000019802302CUS-20410347               DSEESF14EBMT
NAUT8005258332201510040938ELED00000100000092571951CUS-20410401               DSEESF14EBMT
NAUT8005258332201510041412ELED00000100000021720CUS-20410618               DSEESF14EBMT
NAUT8005258332201510041821ELED00000100000002816401CUS-19211152               DSEESF14EBMT
