US Electronic Short Form Leads
NAUT8002035538201512121814ELED00000100000085353602CUS-20526634               DSETSF15ATRC
NAUT8002439827201512120642ELED00000100000029566910CUS-20525115               dseesf14aBMT
NAUT8002439827201512120643ELED00000100000028306910CUS-12351909               dseesf14aBMT
NAUT8002439827201512120643ELED00000100000052726563CUS-20525116               dseesf14aBMT
NAUT8002439827201512120648ELED00000100000014739585CUS-20525121               dseesf14aBMT
NAUT8002439827201512120650ELED00000100000060143847CUS-20525125               dseesf14aBMT
NAUT8002439827201512120650ELED00000100000077498281CUS-20525126               dseesf14aBMT
NAUT8002439827201512120652ELED00000100000033449561CUS-20525127               dseesf14aBMT
NAUT8002439827201512120658ELED00000100000046148317CUS-20525135               dseesf14aBMT
NAUT8002439827201512120751ELED00000100000084047801CUS-20525247               dseesf14aBMT
NAUT8002439827201512120811ELED00000100000061455309CUS-20525294               dseesf14aBMT
NAUT8002439827201512120818ELED00000100000006033860CUS-20525314               dseesf14aBMT
NAUT8002439827201512120928ELED00000100000049931517CUS-15991158               dseesf14aBMT
NAUT8002439827201512120944ELED00000100000073130CUS-20525520               dseesf14aBMT
NAUT8002439827201512120946ELED00000100000097220971CUS-20525529               dseesf14aBMT
NAUT8002439827201512120946ELED00000100000099504907CUS-20525526               dseesf14aBMT
NAUT8002439827201512121007ELED00000100000092701CUS-20525563               dseesf14aBMT
NAUT8002439827201512121018ELED00000100000027260336CUS-7330444               dseesf14aBMT
NAUT8002439827201512121019ELED00000100000028027704CUS-20525588               dseesf14aBMT
NAUT8002439827201512121024ELED00000100000053959703CUS-4116681               dseesf14aBMT
NAUT8002439827201512121034ELED00000100000074401918CUS-2317354               dseesf14aBMT
NAUT8002439827201512121035ELED00000100000033166786CUS-20525619               dseesf14aBMT
NAUT8002439827201512121035ELED00000100000048089313CUS-20525616               dseesf14aBMT
NAUT8002439827201512121104ELED00000100000055330CUS-20525696               dseesf14aBMT
NAUT8002439827201512121118ELED00000100000029693864CUS-3666379               dseesf14aBMT
NAUT8002439827201512121119ELED00000100000074604580CUS-20525726               dseesf14aBMT
NAUT8002439827201512121119ELED00000100000080016303CUS-709801               dseesf14aBMT
NAUT8002439827201512121201ELED00000100000097124971CUS-20525849               dseesf14aBMT
NAUT8002439827201512121211ELED00000100000077345281CUS-20525862               dseesf14aBMT
NAUT8002439827201512121219ELED00000100000023117540CUS-20525882               dseesf14aBMT
NAUT8002439827201512121219ELED00000100000047715812CUS-20525883               dseesf14aBMT
NAUT8002439827201512121220ELED00000100000037030615CUS-20525887               dseesf14aBMT
NAUT8002439827201512121220ELED00000100000043160614CUS-20525884               dseesf14aBMT
NAUT8002439827201512121301ELED00000100000094501415CUS-20526009               dseesf14aBMT
NAUT8002439827201512121302ELED00000100000047665812CUS-20526010               dseesf14aBMT
NAUT8002439827201512121310ELED00000100000092374909CUS-20526021               dseesf14aBMT
NAUT8002439827201512121312ELED00000100000090503310CUS-2060911               dseesf14aBMT
NAUT8002439827201512121328ELED00000100000043016614CUS-20526047               dseesf14aBMT
NAUT8002439827201512121342ELED00000100000055344651CUS-20526073               dseesf14aBMT
NAUT8002439827201512121428ELED00000100000098166206CUS-20526169               dseesf14aBMT
NAUT8002439827201512121442ELED00000100000032806407CUS-20526202               dseesf14aBMT
NAUT8002439827201512121501ELED00000100000095662307CUS-20408779               SAWDSEESF14ABFC
NAUT8002439827201512121518ELED00000100000048154248CUS-20526271               dseesf14aBMT
NAUT8002439827201512121519ELED00000100000045324937CUS-20526273               dseesf14aBMT
NAUT8002439827201512121527ELED00000100000030013916CUS-9155241               dseesf14aBMT
NAUT8002439827201512121527ELED00000100000045858419CUS-20526278               dseesf14aBMT
NAUT8002439827201512121528ELED00000100000030233770CUS-20526282               dseesf14aBMT
NAUT8002439827201512121529ELED00000100000007730732CUS-20526285               dseesf14aBMT
NAUT8002439827201512121533ELED00000100000033016305CUS-4167652               dseesf14aBMT
NAUT8002439827201512121544ELED00000100000064057CUS-20526320               dseesf14aBMT
NAUT8002439827201512121552ELED00000100000075149214CUS-20526330               dseesf14aBMT
NAUT8002439827201512121605ELED00000100000055746218CUS-20526343               dseesf14aBMT
NAUT8002439827201512121644ELED00000100000066617785CUS-20526408               SAWDSEESF14ABFC
NAUT8002439827201512121644ELED00000100000066617785CUS-20526408               SAWDSEESF14ABMT
NAUT8002439827201512121705ELED00000100000054961920CUS-20526455               dseesf14aBMT
NAUT8002439827201512121706ELED00000100000012020518CUS-20526458               dseesf14aBMT
NAUT8002439827201512121850ELED00000100000091107CUS-20526743               dseesf14aBMT
NAUT8002439827201512122219ELED00000100000020783202CUS-1228088               dseesf14aBMT
NAUT8002439827201512122258ELED00000100000094533707CUS-20527012               dseesf14aBMT
NAUT8002439827201512122350ELED00000100000019140267CUS-20527045               dseesf14aBMT
NAUT8002439827201512122351ELED00000100000037055630CUS-20527046               dseesf14aBMT
NAUT8002439827201512122351ELED00000100000037207615CUS-20527047               dseesf14aBMT
NAUT8002439827201512122352ELED00000100000020032202CUS-20527048               dseesf14aBMT
NAUT8002615850201512120342ELED00000100000016105724CUS-9681789               DSEESF14FBMT
NAUT8002615850201512120710ELED00000100000075089972CUS-20525148               DSEESF14FBMT
NAUT8002615850201512121143ELED00000100000078045956CUS-20525800               DSEESF14FBMT
NAUT8002615850201512121201ELED00000100000095757916CUS-15902384               DSEESF14FBMT
NAUT8002615850201512121508ELED00000100000029615CUS-20526257               DSEESF14FBMT
NAUT8002615850201512121903ELED00000100000097045503CUS-10418159               DSEESF14FBMT
NAUT8002615850201512121951ELED00000100000002140518CUS-6479061               DSEESF14FBMT
