US Short Form Leads
NAUT8002427406201602030940LEAD00000100000031512912CUS-20689443               WNATN120J14FSTICBMT
NAUT8002437081201602031515LEAD00000100000012601845CUS-11056403               RELZN120J14FSTICBMT
NAUT8002437081201602031517LEAD00000100000064037660CUS-20690124               RELZN120J14FSTICBMT
NAUT8002437081201602031519LEAD00000100000021713301CUS-20690126               RELZN120J14FSTICBMT
NAUT8002437091201602030730LEAD00000100000023093540CUS-20689157               ION*N120J14FSTICBMT
NAUT8002437091201602031031LEAD00000100000094603510CUS-20689571               ION*N120J14FSTICBMT
NAUT8002437091201602031228LEAD00000100000044509330CUS-20689816               ION*N120J14FSTICBMT
NAUT8002437091201602031428LEAD00000100000066044785CUS-20690031               ION*N120J14FSTICBMT
NAUT8002447902201602030850LEAD00000100000059301406CUS-20655084               ODORN120JACKDTICBMT
NAUT8002665079201602032216LEAD00000100000075216214CUS-20690700               JUSTN120J14FSTICBMT
NAUT8002700904201602030609LEAD00000100000062452618CUS-20689041               GRITN120J14FSTICBMT
NAUT8002700904201602031953LEAD00000100000098947509CUS-20690544               GRITN120J14FSTICBMT
NAUT8002794627201602031353LEAD00000100000030291770CUS-20689977               LAFFN120J14FSTICBMT
NAUT8002870145201602030729LEAD00000100000019428610CUS-20689152               ARTSN60*J14FSTICBMT
NAUT8002990515201602030715LEAD00000100000018940215CUS-20689142               CMT*N120J14FSTICBMT
NAUT8002990515201602030913LEAD00000100000016502814CUS-20689377               CMT*N120J14FSTICBMT
NAUT8002990515201602030913LEAD00000100000034785305CUS-20689380               CMT*N120J14FSTICBMT
NAUT8002990515201602030914LEAD00000100000018344570CUS-20689379               CMT*N120J14FSTICBMT
NAUT8002990515201602030922LEAD00000100000013042315CUS-20689391               CMT*N120J14FSTICBMT
NAUT8002990515201602031015LEAD00000100000097754541CUS-20689538               CMT*N120J14FSTICBMT
NAUT8003047513201602030937LEAD00000100000099336509CUS-20689427               MX9*P60*J14FSTICBMT
NAUT8003047568201602031334LEAD00000100000087736575CUS-20689944               MX10P60*J14FSTICBMT
NAUT8003518887201602032000LEAD00000100000055371612CUS-20032206               PIVTN180JACFSTICBMT
NAUT8003518887201602032139LEAD00000100000089403775CUS-20690675               PIVTN180JACFSTICBMT
NAUT8003582499201602031111LEAD00000100000092223951CUS-20689678               SUNDN180JACFSTICBMT
NAUT8003582499201602031113LEAD00000100000036067334CUS-20689680               SUNDN180JACFSTICBMT
NAUT8003582499201602031142LEAD00000100000077449832CUS-13032268               SUNDN180JACFSTICBMT
NAUT8003582499201602031330LEAD00000100000058528CUS-20689934               SUNDN180JACFSTICBMT
NAUT8003582499201602031331LEAD00000100000028213704CUS-20689936               SUNDN180JACFSTICBMT
NAUT8003582499201602031331LEAD00000100000073501580CUS-9629834               SUNDN180JACFSTICBMT
NAUT8003582499201602031332LEAD00000100000077581281CUS-20689938               SUNDN180JACFSTICBMT
NAUT8003582499201602031355LEAD00000100000074451918CUS-20689978               SUNDN180JACFSTICBMT
NAUT8003582499201602031355LEAD00000100000074451918CUS-20689978               SUNDN180JACFSTICTRC
NAUT8003661911201602030857LEAD00000100000032792443CUS-20689345               VH1CN180JACFSTICBMT
NAUT8003667015201602030640LEAD00000100000037412423CUS-16010059               OWN*N180JACFSTICBMT
NAUT8003667015201602030641LEAD00000100000078724512CUS-20689084               OWN*N180JACFSTICBMT
NAUT8003667015201602030642LEAD00000100000027540919CUS-20689087               OWN*N180JACFSTICBMT
NAUT8003667015201602030642LEAD00000100000044106216CUS-20689088               OWN*N180JACFSTICBMT
NAUT8003667015201602030644LEAD00000100000074728580CUS-20689092               OWN*N180JACFSTICBMT
NAUT8003667015201602030814LEAD00000100000006010860CUS-20689236               OWN*N180JACFSTICBMT
NAUT8003667015201602030942LEAD00000100000094066650CUS-20689448               OWN*N180JACFSTICBMT
NAUT8003667015201602031020LEAD00000100000094938415CUS-20689555               OWN*N180JACFSTICBMT
NAUT8003667015201602031140LEAD00000100000093703559CUS-7428124               OWN*N180JACFSTICBMT
NAUT8003667015201602031143LEAD00000100000044704CUS-20689728               OWN*N180JACFSTICBMT
NAUT8003667015201602031143LEAD00000100000094121415CUS-20689727               OWN*N180JACFSTICBMT
NAUT8003667015201602031146LEAD00000100000031406913CUS-20689732               OWN*N180JACFSTICBMT
NAUT8003667015201602031240LEAD00000100000045013513CUS-20689832               OWN*N180JACFSTICBMT
NAUT8003667015201602031242LEAD00000100000040033270CUS-20689835               OWN*N180JACFSTICBMT
NAUT8003667015201602031247LEAD00000100000043337740CUS-20689843               OWN*N180JACFSTICBMT
NAUT8003667015201602031442LEAD00000100000090813310CUS-20690060               OWN*N180JACFSTICBMT
NAUT8004201890201602031801LEAD00000100000085353623CUS-20690385               CZNYN120HKINGTICTRC
NAUT8004202630201602031250LEAD00000100000067039620CUS-20689855               DCADN120HKINGTICTRC
