US Electronic Short Form Leads
NAUT8002035538201511110230ELED00000100000016145724CUS-5251073               DSETSF15ATRC
NAUT8002439827201511110030ELED00000100000030013770CUS-20463526               dseesf14aBMT
NAUT8002439827201511110058ELED00000100000037421423CUS-20463536               dseesf14aBMT
NAUT8002439827201511110116ELED00000100000044883419CUS-20463545               dseesf14aBMT
NAUT8002439827201511110710ELED00000100000021014410CUS-20463732               dseesf14aBMT
NAUT8002439827201511110748ELED00000100000034759CUS-20463784               dseesf14aBMT
NAUT8002439827201511110857ELED00000100000036738334CUS-3775187               dseesf14aBMT
NAUT8002439827201511110932ELED00000100000001821978CUS-20463944               dseesf14aBMT
NAUT8002439827201511110936ELED00000100000028277704CUS-20463948               dseesf14aBMT
NAUT8002439827201511111045ELED00000100000027577919CUS-269804               dseesf14aBMT
NAUT8002439827201511111302ELED00000100000036064334CUS-20464295               dseesf14aBMT
NAUT8002439827201511111320ELED00000100000060517224CUS-20464325               dseesf14aBMT
NAUT8002439827201511111326ELED00000100000000690787CUS-20464328               dseesf14aBMT
NAUT8002439827201511111331ELED00000100000078119830CUS-20464340               dseesf14aBMT
NAUT8002439827201511111424ELED00000100000076084817CUS-20464417               dseesf14aBMT
NAUT8002439827201511111440ELED00000100000056560218CUS-20464444               dseesf14aBMT
NAUT8002439827201511111614ELED00000100000060446630CUS-20464563               dseesf14aBMT
NAUT8002439827201511111643ELED00000100000043950CUS-20464607               dseesf14aBMT
NAUT8002439827201511111713ELED00000100000011235CUS-20464646               dseesf14aBMT
NAUT8002439827201511111822ELED00000100000048458CUS-20464710               dseesf14aBMT
NAUT8002439827201511111859ELED00000100000020785301CUS-20464752               dseesf14aBMT
NAUT8002439827201511111943ELED00000100000026426304CUS-20464794               dseesf14aBMT
NAUT8002439827201511111947ELED00000100000092648714CUS-20464797               dseesf14aBMT
NAUT8002439827201511112028ELED00000100000078641CUS-20464848               dseesf14aBMT
NAUT8002439827201511112042ELED00000100000071291318CUS-20464861               dseesf14aBMT
NAUT8002439827201511112154ELED00000100000061244334CUS-20464929               dseesf14aBMT
NAUT8002439827201511112209ELED00000100000078244210CUS-20464939               dseesf14aBMT
NAUT8002439827201511112356ELED00000100000030083404CUS-20464992               dseesf14aBMT
NAUT8002615850201511110241ELED00000100000010704845CUS-20463573               DSEESF14FBMT
NAUT8002615850201511110548ELED00000100000060901217CUS-20463646               DSEESF14FBMT
NAUT8002615850201511110558ELED00000100000027357336CUS-12187839               DSEESF14FBMT
NAUT8002615850201511110652ELED00000100000020754301CUS-20463713               DSEESF14FBMT
NAUT8002615850201511110755ELED00000100000044055440CUS-20463802               DSEESF14FBMT
NAUT8002615850201511111142ELED00000100000063385314CUS-4795134               DSEESF14FBMT
NAUT8002615850201511111212ELED00000100000077503832CUS-20464216               DSEESF14FBMT
NAUT8002615850201511111458ELED00000100000097527541CUS-20464470               DSEESF14FBMT
NAUT8002615850201511112329ELED00000100000044240330CUS-20464977               DSEESF14FBMT
NAUT8002696045201511110809ELED00000100000078251909CUS-20463821               dsetsf11gTRC
NAUT8002696045201511111816ELED00000100000062526217CUS-20464706               dsetsf11gTRC
NAUT8002696045201511111832ELED00000100000069153308CUS-20464722               dsetsf11gTRC
NAUT8002696045201511111855ELED00000100000033948786CUS-20464750               dsetsf11gTRC
NAUT8002696045201511111900ELED00000100000077449325CUS-20464754               dsetsf11gTRC
NAUT8002696045201511111912ELED00000100000052362319CUS-20464765               dsetsf11gTRC
NAUT8002696045201511111918ELED00000100000011368718CUS-20464770               dsetsf11gTRC
NAUT8003310360201511110140ELED00000100000098282559CUS-20463552               DSEESF14JBMT
NAUT8003310360201511110152ELED00000100000098802360CUS-20463559               DSEESF14JBMT
NAUT8003310360201511110951ELED00000100000032784352CUS-12745884               DSEESF14JBMT
NAUT8003310360201511111020ELED00000100000019134215CUS-20464023               DSEESF14JBMT
NAUT8003310360201511111027ELED00000100000076049432CUS-20464038               DSEESF14JBMT
NAUT8003310360201511111411ELED00000100000029073CUS-20464404               DSEESF14JBMT
NAUT8003310360201511111425ELED00000100000077406832CUS-20464419               DSEESF14JBMT
NAUT8003310360201511111656ELED00000100000045424937CUS-20464618               DSEESF14JBMT
NAUT8003310360201511111729ELED00000100000098056CUS-20464658               DSEESF14JBMT
NAUT8003310360201511111832ELED00000100000097051503CUS-20464721               DSEESF14JBMT
NAUT8003310360201511111927ELED00000100000085023480CUS-20464779               DSEESF14JBMT
NAUT8003310360201511111954ELED00000100000052722563CUS-20464802               DSEESF14JBMT
NAUT8003310360201511111959ELED00000100000067235316CUS-20464804               DSEESF14JBMT
NAUT8003310360201511112005ELED00000100000002052508CUS-20464814               DSEESF14JBMT
NAUT8003310360201511112032ELED00000100000078070210CUS-20464852               DSEESF14JBMT
NAUT8003310360201511112107ELED00000100000053718CUS-20464884               DSEESF14JBMT
NAUT8003310360201511112137ELED00000100000089108916CUS-20464917               DSEESF14JBMT
NAUT8003310360201511112226ELED00000100000068776CUS-20464946               DSEESF14JBMT
NAUT8003310360201511112230ELED00000100000012846518CUS-20464948               DSEESF14JBMT
NAUT8003310360201511112235ELED00000100000071291318CUS-4722026               DSEESF14JBMT
NAUT8003310360201511112307ELED00000100000076063682CUS-20464969               DSEESF14JBMT
NAUT8004018947201511110159ELED00000100000032174386CUS-1028100               dsetsf11aTRC
NAUT8004018947201511111210ELED00000100000011510CUS-20464211               dsetsf11aTRC
NAUT8004018947201511111338ELED00000100000019701CUS-20464355               dsetsf11aTRC
NAUT8004018947201511111933ELED00000100000053129414CUS-20464785               dsetsf11aTRC
NAUT8004018947201511112210ELED00000100000084404801CUS-20463524               dsetsf11aTRC
NAUT8004368368201511110458ELED00000100000032776352CUS-20463622               DSETDIRTRC
NAUT8004368368201511110504ELED00000100000063017636CUS-20463624               DSETDIRTRC
NAUT8004368368201511110529ELED00000100000087311505CUS-20463635               DSETDIRTRC
NAUT8004368368201511110559ELED00000100000036305334CUS-20463651               DSETDIRTRC
NAUT8004368368201511110623ELED00000100000010805914CUS-20463678               DSETDIRTRC
NAUT8004368368201511110629ELED00000100000023824CUS-20463685               DSETDIRTRC
NAUT8004368368201511110635ELED00000100000080219303CUS-20463692               DSETDIRTRC
NAUT8004368368201511111019ELED00000100000061364815CUS-20464017               DSETDIRTRC
NAUT8004368368201511111019ELED00000100000065793CUS-20464018               DSETDIRTRC
NAUT8004368368201511111022ELED00000100000049091269CUS-20464028               DSETDIRTRC
NAUT8004368368201511111113ELED00000100000096008907CUS-20464118               DSETDIRTRC
NAUT8004368368201511111125ELED00000100000030728706CUS-20464139               DSETDIRTRC
NAUT8004368368201511111145ELED00000100000076302940CUS-20464169               DSETDIRTRC
NAUT8004368368201511111401ELED00000100000056303320CUS-20464387               DSETDIRTRC
NAUT8004368368201511111407ELED00000100000075137214CUS-20464394               DSETDIRTRC
NAUT8004368368201511111420ELED00000100000024095540CUS-4403028               DSETDIRTRC
NAUT8004368368201511111425ELED00000100000012901518CUS-20464422               DSETDIRTRC
NAUT8004368368201511111430ELED00000100000019963302CUS-11202219               DSETDIRTRC
NAUT8004368368201511111441ELED00000100000049307231CUS-20464448               DSETDIRTRC
NAUT8004368368201511111447ELED00000100000080654970CUS-20464457               DSETDIRTRC
NAUT8004368368201511111505ELED00000100000076244817CUS-20464479               DSETDIRTRC
NAUT8004368368201511111518ELED00000100000085635520CUS-20464496               DSETDIRTRC
NAUT8004368368201511111529ELED00000100000075216214CUS-20464516               DSETDIRTRC
NAUT8004368368201511111547ELED00000100000033584813CUS-20464535               DSETDIRTRC
NAUT8004368368201511111554ELED00000100000070819225CUS-20464538               DSETDIRTRC
NAUT8004368368201511111559ELED00000100000030126678CUS-20464543               DSETDIRTRC
NAUT8004368368201511111605ELED00000100000090802310CUS-20464548               DSETDIRTRC
NAUT8004368368201511112215ELED00000100000079201940CUS-20464941               DSETDIRTRC
NAUT8004368368201511112253ELED00000100000043215614CUS-20464960               DSETDIRTRC
NAUT8004368368201511112258ELED00000100000019609484CUS-20464965               DSETDIRTRC
NAUT8004368368201511112303ELED00000100000079201940CUS-20464968               DSETDIRTRC
NAUT8004368368201511112308ELED00000100000075428903CUS-5391713               DSETDIRTRC
NAUT8004368368201511112313ELED00000100000035180205CUS-20464972               DSETDIRTRC
NAUT8004368368201511112320ELED00000100000054227920CUS-20464974               DSETDIRTRC
NAUT8004368368201511112325ELED00000100000017543717CUS-20464976               DSETDIRTRC
NAUT8004368368201511112330ELED00000100000042420270CUS-20464978               DSETDIRTRC
NAUT8004368368201511112357ELED00000100000029209803CUS-20464993               DSETDIRTRC
NAUT8005258332201511111308ELED00000100000085629CUS-20464307               DSEESF14EBMT
NAUT8005258332201511111421ELED00000100000080022720CUS-20464408               DSEESF14EBMT
NAUT8005361847201511111020ELED00000100000041701606CUS-20464022               dseesf14dBMT
NAUT8005361847201511111125ELED00000100000025801479CUS-9843865               dseesf14dBMT
