US Electronic Short Form Leads
NAUT8002035538201509300817ELED00000100000049093269CUS-20406826               DSETSF15ATRC
NAUT8002439827201509300033ELED00000100000035126205CUS-18034590               dseesf14aBMT
NAUT8002439827201509300036ELED00000100000074331918CUS-20406588               dseesf14aBMT
NAUT8002439827201509300041ELED00000100000028714828CUS-4633012               dseesf14aBMT
NAUT8002439827201509300048ELED00000100000030183251CUS-20406594               dseesf14aBMT
NAUT8002439827201509300052ELED00000100000078748512CUS-20406596               dseesf14aBMT
NAUT8002439827201509300057ELED00000100000055744616CUS-20406599               dseesf14aBMT
NAUT8002439827201509300109ELED00000100000033511813CUS-20406606               dseesf14aBMT
NAUT8002439827201509300117ELED00000100000056071952CUS-20406611               dseesf14aBMT
NAUT8002439827201509300253ELED00000100000054130920CUS-11438197               dseesf14aBMT
NAUT8002439827201509300309ELED00000100000001590508CUS-20406645               dseesf14aBMT
NAUT8002439827201509300322ELED00000100000093036805CUS-20406648               dseesf14aBMT
NAUT8002439827201509300330ELED00000100000063501660CUS-20406650               dseesf14aBMT
NAUT8002439827201509300354ELED00000100000020003202CUS-8179113               dseesf14aBMT
NAUT8002439827201509300427ELED00000100000060640773CUS-20406662               dseesf14aBMT
NAUT8002439827201509300431ELED00000100000078250210CUS-20406664               dseesf14aBMT
NAUT8002439827201509300443ELED00000100000014201716CUS-20406667               dseesf14aBMT
NAUT8002439827201509300527ELED00000100000046391CUS-20406684               dseesf14aBMT
NAUT8002439827201509300611ELED00000100000085233480CUS-20406703               dseesf14aBMT
NAUT8002439827201509300824ELED00000100000013905607CUS-20406834               dseesf14aBMT
NAUT8002439827201509300837ELED00000100000018013610CUS-20406846               dseesf14aBMT
NAUT8002439827201509300954ELED00000100000085296480CUS-20406920               dseesf14aBMT
NAUT8002439827201509301035ELED00000100000045365937CUS-20406946               dseesf14aBMT
NAUT8002439827201509301111ELED00000100000085364928CUS-20407000               dseesf14aBMT
NAUT8002439827201509301229ELED00000100000022025703CUS-20407084               dseesf14aBMT
NAUT8002439827201509301233ELED00000100000014586585CUS-20407091               dseesf14aBMT
NAUT8002439827201509301237ELED00000100000013685315CUS-20407096               dseesf14aBMT
NAUT8002439827201509301237ELED00000100000064079816CUS-20407095               dseesf14aBMT
NAUT8002439827201509301753ELED00000100000095361415CUS-20407270               dseesf14aBMT
NAUT8002439827201509302104ELED00000100000067206316CUS-7445673               dseesf14aBMT
NAUT8002439827201509302115ELED00000100000014075CUS-20407346               dseesf14aBMT
NAUT8002615850201509300125ELED00000100000007666215CUS-20406614               DSEESF14FBMT
NAUT8002615850201509300411ELED00000100000008104609CUS-20406658               DSEESF14FBMT
NAUT8002615850201509300531ELED00000100000092129858CUS-20406685               DSEESF14FBMT
NAUT8002615850201509301100ELED00000100000011206347CUS-12122306               DSEESF14FBMT
NAUT8002615850201509301210ELED00000100000049002518CUS-20407029               DSEESF14FBMT
NAUT8002696045201509300127ELED00000100000075149972CUS-20406615               dsetsf11gTRC
NAUT8002696045201509301734ELED00000100000030528770CUS-20407260               dsetsf11gTRC
NAUT8002952928201509300652ELED00000100000010309718CUS-20406744               dseesf14cBMT
NAUT8002952928201509300720ELED00000100000098030253CUS-20406765               dseesf14cBMT
NAUT8004368368201509300814ELED00000100000065258CUS-20406823               DSETDIRTRC
NAUT8004368368201509300927ELED00000100000083301208CUS-20406891               DSETDIRTRC
NAUT8004368368201509301245ELED00000100000016511814CUS-20407108               DSETDIRTRC
NAUT8004368368201509301356ELED00000100000099705CUS-20407148               DSETDIRTRC
NAUT8004368368201509301547ELED00000100000086333CUS-20407211               DSETDIRTRC
NAUT8004767098201509301432ELED00000100000008835908CUS-20407172               dsetsf11hTRC
NAUT8005361847201509300930ELED00000100000085390602CUS-9050280               dseesf14dBMT
NAUT8005361847201509301249ELED00000100000079331806CUS-20407110               dseesf14dBMT
NAUT8005361847201509301835ELED00000100000085390602CUS-20407294               SAWDSEESF14DBMT
NAUT8006491768201509301229ELED00000100000091356CUS-20335009               SAWWEBREVBFX
NAUT8006491768201509301229ELED00000100000091356CUS-20335009               SAWWEBREVBTQ
NAUT8006491768201509301358ELED00000100000091356CUS-20335009               SAWWEBREVTRC
NAUT8006566904201509300849ELED00000100000077545281CUS-6712663               DSEESF14HBMT
NAUT8006566904201509300958ELED00000100000066106913CUS-20406930               DSEESF14HBMT
NAUT8006566904201509301125ELED00000100000048603989CUS-5122406               DSEESF14HBMT
NAUT8006566904201509301148ELED00000100000037026615CUS-3767722               DSEESF14HBMT
NAUT8006566904201509301358ELED00000100000027405CUS-20407152               DSEESF14HBMT
NAUT8007206360201509300928ELED00000100000048071CUS-20406893               DSETSF15BTRC
NAUT8009528621201509300000ELED00000100000026378304CUS-20406571               dsetsf12aTRC
NAUT8009528621201509300004ELED00000100000046012317CUS-20406575               dsetsf12aTRC
NAUT8009528621201509300008ELED00000100000078201210CUS-20406577               dsetsf12aTRC
NAUT8009528621201509300012ELED00000100000076259940CUS-20406579               dsetsf12aTRC
NAUT8009528621201509300016ELED00000100000070809941CUS-20401127               dsetsf12aTRC
NAUT8009528621201509300020ELED00000100000093277559CUS-20406582               dsetsf12aTRC
NAUT8009528621201509300028ELED00000100000091766323CUS-20406586               dsetsf12aTRC
NAUT8009528621201509300033ELED00000100000045013757CUS-20406587               dsetsf12aTRC
NAUT8009528621201509300041ELED00000100000028081704CUS-20406591               dsetsf12aTRC
NAUT8009528621201509300049ELED00000100000052327319CUS-20406595               dsetsf12aTRC
NAUT8009528621201509300053ELED00000100000029640864CUS-20406597               dsetsf12aTRC
NAUT8009528621201509300058ELED00000100000085713520CUS-20406600               dsetsf12aTRC
NAUT8009528621201509300102ELED00000100000095709530CUS-20406602               dsetsf12aTRC
NAUT8009528621201509300106ELED00000100000080110303CUS-20406604               dsetsf12aTRC
NAUT8009528621201509300110ELED00000100000078757512CUS-20406607               dsetsf12aTRC
NAUT8009528621201509300153ELED00000100000085716520CUS-20382207               dsetsf12aTRC
NAUT8009528621201509300155ELED00000100000037207615CUS-20406623               dsetsf12aTRC
NAUT8009528621201509300158ELED00000100000095946530CUS-20406625               dsetsf12aTRC
NAUT8009528621201509300202ELED00000100000092058760CUS-20406627               dsetsf12aTRC
NAUT8009528621201509300206ELED00000100000040212502CUS-20406628               dsetsf12aTRC
NAUT8009528621201509300214ELED00000100000080620303CUS-20406631               dsetsf12aTRC
NAUT8009528621201509300648ELED00000100000094566510CUS-20406737               dsetsf12aTRC
NAUT8009528621201509300705ELED00000100000011694718CUS-20406751               dsetsf12aTRC
NAUT8009528621201509300717ELED00000100000037865865CUS-20406760               dsetsf12aTRC
NAUT8009528621201509300725ELED00000100000077422979CUS-20406770               dsetsf12aTRC
NAUT8009528621201509300730ELED00000100000034951772CUS-20406774               dsetsf12aTRC
NAUT8009528621201509300743ELED00000100000036066334CUS-20406783               dsetsf12aTRC
NAUT8009528621201509300752ELED00000100000035967256CUS-20406793               dsetsf12aTRC
NAUT8009528621201509300755ELED00000100000023455757CUS-20406798               dsetsf12aTRC
NAUT8009528621201509300759ELED00000100000035950256CUS-20406803               dsetsf12aTRC
NAUT8009528621201509300805ELED00000100000049601231CUS-20406814               dsetsf12aTRC
NAUT8009528621201509300813ELED00000100000040701606CUS-7827193               dsetsf12aTRC
NAUT8009528621201509300814ELED00000100000076548CUS-20406822               dsetsf12aTRC
NAUT8009528621201509300821ELED00000100000045044513CUS-20406828               dsetsf12aTRC
NAUT8009528621201509300826ELED00000100000076117682CUS-20406839               dsetsf12aTRC
NAUT8009528621201509300833ELED00000100000070357985CUS-20406845               dsetsf12aTRC
NAUT8009528621201509300842ELED00000100000023061804CUS-20406853               dsetsf12aTRC
NAUT8009528621201509300846ELED00000100000006260860CUS-20406856               dsetsf12aTRC
NAUT8009528621201509300907ELED00000100000012533845CUS-20406874               dsetsf12aTRC
NAUT8009528621201509300916ELED00000100000028112704CUS-20406884               dsetsf12aTRC
NAUT8009528621201509300951ELED00000100000077090281CUS-20406914               dsetsf12aTRC
NAUT8009528621201509301116ELED00000100000024910304CUS-20407005               dsetsf12aTRC
NAUT8009528621201509301122ELED00000100000026105304CUS-5164899               dsetsf12aTRC
NAUT8009528621201509301129ELED00000100000019403610CUS-20407017               dsetsf12aTRC
NAUT8009528621201509301134ELED00000100000075061972CUS-10377443               dsetsf12aTRC
NAUT8009528621201509301143ELED00000100000029330828CUS-4932596               dsetsf12aTRC
NAUT8009528621201509301149ELED00000100000037880865CUS-20407047               dsetsf12aTRC
NAUT8009528621201509301326ELED00000100000073029580CUS-20407128               dsetsf12aTRC
NAUT8009528621201509301418ELED00000100000030028757CUS-20407161               dsetsf12aTRC
NAUT8009528621201509302007ELED00000100000039211CUS-20407332               dsetsf12aTRC
