US Short Form Leads
NAUT8002427406201602221025LEAD00000100000081137740CUS-20721275               WNATN120J14FSTICBMT
NAUT8002437081201602220723LEAD00000100000054302920CUS-20720938               RELZN120J14FSTICBMT
NAUT8002437081201602220932LEAD00000100000044119216CUS-20721181               RELZN120J14FSTICBMT
NAUT8002437081201602220942LEAD00000100000080918719CUS-20721204               RELZN120J14FSTICBMT
NAUT8002437081201602221031LEAD00000100000028429910CUS-20721291               RELZN120J14FSTICBMT
NAUT8002437081201602221032LEAD00000100000053081920CUS-20721293               RELZN120J14FSTICBMT
NAUT8002437081201602221032LEAD00000100000096825808CUS-20721292               RELZN120J14FSTICBMT
NAUT8002437081201602221405LEAD00000100000030134404CUS-20721689               RELZN120J14FSTICBMT
NAUT8002437091201602220743LEAD00000100000038474931CUS-20720945               ION*N120J14FSTICBMT
NAUT8002437091201602220753LEAD00000100000011710516CUS-20720956               ION*N120J14FSTICBMT
NAUT8002437091201602220754LEAD00000100000062812618CUS-20720957               ION*N120J14FSTICBMT
NAUT8002437091201602220754LEAD00000100000062812618CUS-20720957               ION*N120J14FSTICTRC
NAUT8002437091201602220812LEAD00000100000048818616CUS-20721001               ION*N120J14FSTICBMT
NAUT8002437091201602220835LEAD00000100000023228804CUS-20721079               ION*N120J14FSTICBMT
NAUT8002437091201602221037LEAD00000100000022310703CUS-1109717               ION*N120J14FSTICBMT
NAUT8002437091201602221037LEAD00000100000044506330CUS-20721305               ION*N120J14FSTICBMT
NAUT8002437091201602221037LEAD00000100000077026713CUS-12457102               ION*N120J14FSTICBMT
NAUT8002437091201602221038LEAD00000100000022015754CUS-20721308               ION*N120J14FSTICBMT
NAUT8002437091201602221038LEAD00000100000046730260CUS-20721307               ION*N120J14FSTICBMT
NAUT8002437091201602221038LEAD00000100000060651872CUS-20721310               ION*N120J14FSTICBMT
NAUT8002437091201602221039LEAD00000100000010458646CUS-20721312               ION*N120J14FSTICBMT
NAUT8002437091201602221039LEAD00000100000046360219CUS-20721311               ION*N120J14FSTICBMT
NAUT8002437091201602221040LEAD00000100000076010682CUS-20721314               ION*N120J14FSTICBMT
NAUT8002437091201602221042LEAD00000100000084010801CUS-20721316               ION*N120J14FSTICBMT
NAUT8002437091201602221052LEAD00000100000091762909CUS-11129520               ION*N120J14FSTICBMT
NAUT8002437091201602221054LEAD00000100000093727650CUS-20721339               ION*N120J14FSTICBMT
NAUT8002437091201602221336LEAD00000100000060612773CUS-9316307               ION*N120J14FSTICBMT
NAUT8002437091201602221337LEAD00000100000078133830CUS-20721669               ION*N120J14FSTICBMT
NAUT8002447613201602221405LEAD00000100000062959618CUS-20721716               IEWCS60*HKINGTICTRC
NAUT8002447613201602221407LEAD00000100000078259210CUS-20715882               IEWCS60*HKINGTICTRC
NAUT8002591694201602221534LEAD00000100000030032404CUS-20721864               METVN120ALOBYTICTRC
NAUT8002700904201602221413LEAD00000100000060632773CUS-12119635               GRITN120J14FSTICBMT
