US Short Form Leads
NAUT8002175036201510301327LEAD00000100000090016951CUS-20438450               FYI*N180HAMF*TICBMT
NAUT8002479645201510300716LEAD00000100000019141215CUS-20437983               QUBON120TCMOMTICTRC
NAUT8002542818201510301033LEAD00000100000021212410CUS-11425461               INSPN120ALOBYTICTRC
NAUT8002542818201510301817LEAD00000100000078537956CUS-20438805               INSPN120ALOBYTICTRC
NAUT8002580646201510301517LEAD00000100000094538510CUS-20438611               ION*N120ALOBYTICTRC
NAUT8002914904201510301857LEAD00000100000074126918CUS-20438855               TESCN120KMV**TICTRC
NAUT8002914904201510301857LEAD00000100000077089832CUS-20438854               TESCN120KMV**TICTRC
NAUT8002993423201510300850LEAD00000100000092570951CUS-20438087               BABYN120KMV**TICTRC
NAUT8002993423201510301259LEAD00000100000030058678CUS-20438424               BABYN120KMV**TICTRC
NAUT8003419994201510300711LEAD00000100000070755225CUS-20437979               CZNYN120ALOBYTICTRC
NAUT8004262803201510300615LEAD00000100000032828407CUS-20437921               SUNDN180HAMF*TICBMT
NAUT8004367530201510302133LEAD00000100000027539919CUS-20439004               JUSTN120HAMBYTICBMT
NAUT8004691572201510301346LEAD00000100000078133830CUS-20438489               WNATN120JACKDTICBMT
NAUT8004694581201510301835LEAD00000100000091342323CUS-20438827               RELZN120JACKDTICBMT
NAUT8004694581201510302336LEAD00000100000045013513CUS-20439103               RELZN120JACKDTICBMT
NAUT8004695614201510301542LEAD00000100000061109972CUS-20438641               JUSTN120JACKDTICBMT
NAUT8004697757201510301536LEAD00000100000038358731CUS-20438633               NT05P60*ALOHATICTRC
NAUT8004698619201510302347LEAD00000100000071202214CUS-20439113               NT06P60*ALOHATICTRC
NAUT8004698708201510301141LEAD00000100000028215704CUS-20438328               NT07P60*ALOHATICTRC
NAUT8004712485201510301342LEAD00000100000032327850CUS-20438483               PUREN180JACKDTICBMT
NAUT8004715395201510301241LEAD00000100000003102603CUS-9160576               VEL*N180JACKDTICBMT
NAUT8004715395201510301244LEAD00000100000097045503CUS-20438398               VEL*N180JACKDTICBMT
NAUT8004715395201510301245LEAD00000100000037692423CUS-20438399               VEL*N180JACKDTICBMT
NAUT8004715395201510301245LEAD00000100000084058801CUS-20438400               VEL*N180JACKDTICBMT
NAUT8004715395201510301247LEAD00000100000053226414CUS-20438402               VEL*N180JACKDTICBMT
NAUT8005304793201510300333LEAD00000100000030015770CUS-20437854               PIVTN180JACKDTICBMT
NAUT8005304793201510300711LEAD00000100000032210904CUS-20437978               PIVTN180JACKDTICBMT
NAUT8005360964201510301349LEAD00000100000082930307CUS-20438496               CHLRN180HAMF*TICBMT
NAUT8005472378201510302341LEAD00000100000098036206CUS-20439108               CHLRN180JACKDTICBMT
NAUT8006447450201510310003LEAD00000100000046360219CUS-20439126               NFLNN60*JACKDTICBMT
NAUT8006508911201510300855LEAD00000100000010473718CUS-20438093               SPKEN120HAMBYTICBMT
NAUT8006508911201510300855LEAD00000100000034742305CUS-20438094               SPKEN120HAMBYTICBMT
NAUT8006508911201510300855LEAD00000100000078043956CUS-20438095               SPKEN120HAMBYTICBMT
NAUT8006508911201510300856LEAD00000100000092104619CUS-20438097               SPKEN120HAMBYTICBMT
NAUT8006508911201510300857LEAD00000100000062618217CUS-20438105               SPKEN120HAMBYTICBMT
NAUT8006508911201510301011LEAD00000100000017055717CUS-20438195               SPKEN120HAMBYTICBMT
NAUT8006508911201510301600LEAD00000100000048653989CUS-20438657               SPKEN120HAMBYTICBMT
NAUT8006508911201510301600LEAD00000100000076201940CUS-20438656               SPKEN120HAMBYTICBMT
NAUT8006508911201510301600LEAD00000100000083716208CUS-20438661               SPKEN120HAMBYTICBMT
NAUT8006508911201510301601LEAD00000100000024422540CUS-20438666               SPKEN120HAMBYTICBMT
NAUT8006508911201510301603LEAD00000100000044095440CUS-20438669               SPKEN120HAMBYTICBMT
NAUT8006508911201510301605LEAD00000100000059860406CUS-20438670               SPKEN120HAMBYTICBMT
NAUT8006514043201510301546LEAD00000100000049408269CUS-20438643               DISEN60*WALKATICTRC
NAUT8006520108201510301347LEAD00000100000015431724CUS-20438493               INSPN180ALOHATICTRC
NAUT8007086528201510300949LEAD00000100000092363760CUS-20438169               VEL*N120JACKDTICBMT
NAUT8007086528201510301306LEAD00000100000023168757CUS-722944               VEL*N120JACKDTICBMT
NAUT8007171553201510300640LEAD00000100000060466708CUS-20437944               IFC*N120HAMBYTICBMT
NAUT8007171553201510300803LEAD00000100000072445870CUS-20438034               IFC*N120HAMBYTICBMT
NAUT8007179060201510301334LEAD00000100000064063816CUS-20438469               CZNYN120KMV**TICTRC
NAUT8007179060201510301335LEAD00000100000014051716CUS-20438473               CZNYN120KMV**TICTRC
NAUT8007179060201510301335LEAD00000100000065803417CUS-20438470               CZNYN120KMV**TICTRC
