US Electronic Short Form Leads
NAUT8002035538201510211602ELED00000100000093635209CUS-20427662               DSETSF15ATRC
NAUT8002439827201510210829ELED00000100000036532251CUS-20427186               dseesf14aBMT
NAUT8002439827201510210830ELED00000100000033023CUS-20427189               dseesf14aBMT
NAUT8002439827201510210918ELED00000100000097222503CUS-20427255               dseesf14aBMT
NAUT8002439827201510210920ELED00000100000043028740CUS-20427260               dseesf14aBMT
NAUT8002439827201510210928ELED00000100000060608630CUS-20427272               dseesf14aBMT
NAUT8002439827201510210933ELED00000100000049203513CUS-20427276               dseesf14aBMT
NAUT8002439827201510210938ELED00000100000077632409CUS-20427280               dseesf14aBMT
NAUT8002439827201510210944ELED00000100000048183734CUS-20427287               dseesf14aBMT
NAUT8002439827201510210946ELED00000100000061548CUS-20427289               dseesf14aBMT
NAUT8002439827201510210948ELED00000100000032926321CUS-9324360               dseesf14aBMT
NAUT8002439827201510210959ELED00000100000021239410CUS-20427304               dseesf14aBMT
NAUT8002439827201510211026ELED00000100000031322817CUS-3621489               dseesf14aBMT
NAUT8002439827201510211048ELED00000100000035810256CUS-20427359               dseesf14aBMT
NAUT8002439827201510211131ELED00000100000059644406CUS-20427410               dseesf14aBMT
NAUT8002439827201510211141ELED00000100000006468203CUS-20427419               dseesf14aBMT
NAUT8002439827201510211156ELED00000100000060123847CUS-20427432               dseesf14aBMT
NAUT8002439827201510211216ELED00000100000026104304CUS-7751943               dseesf14aBMT
NAUT8002439827201510211259ELED00000100000097701541CUS-20427494               dseesf14aBMT
NAUT8002439827201510211343ELED00000100000073013405CUS-5797722               dseesf14aBMT
NAUT8002439827201510211357ELED00000100000078163210CUS-20427540               dseesf14aBMT
NAUT8002439827201510211401ELED00000100000008361856CUS-20427543               dseesf14aBMT
NAUT8002439827201510211528ELED00000100000097862509CUS-20427622               dseesf14aBMT
NAUT8002439827201510211533ELED00000100000099037509CUS-20427627               dseesf14aBMT
NAUT8002439827201510211538ELED00000100000099141509CUS-20427635               dseesf14aBMT
NAUT8002439827201510211543ELED00000100000091750909CUS-20427640               dseesf14aBMT
NAUT8002439827201510211640ELED00000100000035601256CUS-20427698               dseesf14aBMT
NAUT8002439827201510211648ELED00000100000078233210CUS-20427701               dseesf14aBMT
NAUT8002439827201510211751ELED00000100000034952561CUS-889133               dseesf14aBMT
