US Electronic Short Form Leads
NAUT8002035538201510031700ELED00000100000027603919CUS-20409902               DSETSF15ATRC
NAUT8002439827201510030427ELED00000100000017202717CUS-20409248               dseesf14aBMT
NAUT8002439827201510030518ELED00000100000011003718CUS-20409255               dseesf14aBMT
NAUT8002439827201510030806ELED00000100000085502928CUS-20409345               dseesf14aBMT
NAUT8002439827201510030827ELED00000100000072110501CUS-20409363               dseesf14aBMT
NAUT8002439827201510030851ELED00000100000012972518CUS-3673928               dseesf14aBMT
NAUT8002439827201510030902ELED00000100000073099405CUS-20409400               dseesf14aBMT
NAUT8002439827201510030906ELED00000100000008094609CUS-20409401               dseesf14aBMT
NAUT8002439827201510031004ELED00000100000048009248CUS-589520               dseesf14aBMT
NAUT8002439827201510031010ELED00000100000029472843CUS-546495               dseesf14aBMT
NAUT8002439827201510031014ELED00000100000040515248CUS-20409477               dseesf14aBMT
NAUT8002439827201510031014ELED00000100000076179682CUS-20237778               dseesf14aBMT
NAUT8002439827201510031027ELED00000100000059528406CUS-20409495               dseesf14aBMT
NAUT8002439827201510031110ELED00000100000018049484CUS-20409539               dseesf14aBMT
NAUT8002439827201510031122ELED00000100000002302508CUS-20409550               dseesf14aBMT
NAUT8002439827201510031142ELED00000100000030122404CUS-20409564               dseesf14aBMT
NAUT8002439827201510031151ELED00000100000037864865CUS-19819976               SAWDSEESF14ABMT
NAUT8002439827201510031155ELED00000100000027012336CUS-20409580               dseesf14aBMT
NAUT8002439827201510031203ELED00000100000044420330CUS-20409585               dseesf14aBMT
NAUT8002439827201510031206ELED00000100000090047323CUS-20409588               dseesf14aBMT
NAUT8002439827201510031210ELED00000100000047710812CUS-20409594               dseesf14aBMT
NAUT8002439827201510031259ELED00000100000092335909CUS-20409648               dseesf14aBMT
NAUT8002439827201510031410ELED00000100000015748724CUS-20120519               dseesf14aBMT
NAUT8002439827201510031442ELED00000100000058538701CUS-20409749               dseesf14aBMT
NAUT8002439827201510031447ELED00000100000008234609CUS-13048378               dseesf14aBMT
NAUT8002439827201510031502ELED00000100000034207941CUS-20409771               dseesf14aBMT
NAUT8002439827201510031507ELED00000100000042087270CUS-20409779               dseesf14aBMT
NAUT8002439827201510031511ELED00000100000093304661CUS-20409785               dseesf14aBMT
NAUT8002439827201510031512ELED00000100000085033623CUS-17857257               dseesf14aBMT
NAUT8002439827201510031515ELED00000100000008079609CUS-20409789               dseesf14aBMT
NAUT8002439827201510031610ELED00000100000055446612CUS-20409859               dseesf14aBMT
NAUT8002439827201510031627ELED00000100000093309661CUS-20409876               dseesf14aBMT
NAUT8002439827201510031707ELED00000100000085033424CUS-20409905               dseesf14aBMT
NAUT8002439827201510031747ELED00000100000079015806CUS-20409943               dseesf14aBMT
NAUT8002439827201510031823ELED00000100000083442208CUS-20409974               dseesf14aBMT
NAUT8002439827201510032013ELED00000100000079903210CUS-2849357               dseesf14aBMT
NAUT8002439827201510032043ELED00000100000095831916CUS-4453269               dseesf14aBMT
NAUT8002439827201510032209ELED00000100000095337CUS-20410140               dseesf14aBMT
NAUT8002615850201510030539ELED00000100000032824321CUS-20409258               DSEESF14FBMT
NAUT8002615850201510030818ELED00000100000033155786CUS-20409355               DSEESF14FBMT
NAUT8002615850201510030842ELED00000100000047885812CUS-20409377               DSEESF14FBMT
NAUT8002615850201510030847ELED00000100000004613207CUS-20409386               DSEESF14FBMT
NAUT8002615850201510030858ELED00000100000045417937CUS-20409395               DSEESF14FBMT
NAUT8002615850201510031034ELED00000100000060619312CUS-9789641               DSEESF14FBMT
NAUT8002615850201510031647ELED00000100000096792808CUS-20409890               DSEESF14FBMT
NAUT8002615850201510031659ELED00000100000048195616CUS-20409901               DSEESF14FBMT
NAUT8002615850201510031731ELED00000100000001772508CUS-20409924               DSEESF14FBMT
NAUT8002615850201510031819ELED00000100000034747215CUS-20409968               DSEESF14FBMT
NAUT8002615850201510032032ELED00000100000034741407CUS-20410072               DSEESF14FBMT
NAUT8002696045201510031248ELED00000100000002119CUS-3159460               dsetsf11gTRC
NAUT8002696045201510031331ELED00000100000070072504CUS-20409692               dsetsf11gTRC
NAUT8002696045201510031720ELED00000100000077091713CUS-20409913               dsetsf11gTRC
NAUT8002696045201510031756ELED00000100000077545281CUS-20409950               dsetsf11gTRC
NAUT8002696045201510031917ELED00000100000073112405CUS-20410019               dsetsf11gTRC
NAUT8002696045201510031928ELED00000100000073099405CUS-20410032               dsetsf11gTRC
NAUT8002696045201510031945ELED00000100000040324859CUS-20410045               dsetsf11gTRC
NAUT8002696045201510031951ELED00000100000038555931CUS-20410050               dsetsf11gTRC
NAUT8002696045201510032109ELED00000100000084653801CUS-20410098               dsetsf11gTRC
NAUT8002952928201510030604ELED00000100000061071815CUS-20409263               dseesf14cBMT
NAUT8002952928201510031015ELED00000100000080015CUS-20409478               dseesf14cBMT
NAUT8002952928201510031102ELED00000100000098466CUS-20409527               dseesf14cBMT
NAUT8002952928201510031135ELED00000100000098531360CUS-20409561               dseesf14cBMT
NAUT8004018947201510030009ELED00000100000092691CUS-20409213               dsetsf11aTRC
NAUT8004018947201510030644ELED00000100000019348610CUS-20409292               dsetsf11aTRC
NAUT8004018947201510030952ELED00000100000076244817CUS-20409454               dsetsf11aTRC
NAUT8004018947201510031207ELED00000100000010312917CUS-20409591               dsetsf11aTRC
NAUT8004018947201510031252ELED00000100000007670201CUS-20409636               dsetsf11aTRC
NAUT8004018947201510031344ELED00000100000033972239CUS-6594391               dsetsf11aTRC
NAUT8004018947201510031419ELED00000100000011096646CUS-20409734               dsetsf11aTRC
NAUT8004018947201510031459ELED00000100000092408909CUS-20409768               dsetsf11aTRC
NAUT8004018947201510031656ELED00000100000032826917CUS-20409898               dsetsf11aTRC
NAUT8004018947201510031712ELED00000100000020770917CUS-20409908               dsetsf11aTRC
NAUT8004018947201510031808ELED00000100000030906770CUS-20409960               dsetsf11aTRC
NAUT8004018947201510032041ELED00000100000080906972CUS-20410078               dsetsf11aTRC
NAUT8004018947201510032326ELED00000100000063021217CUS-20410173               dsetsf11aTRC
NAUT8004018947201510032329ELED00000100000035244205CUS-20410175               dsetsf11aTRC
NAUT8004368368201510030852ELED00000100000080602303CUS-20409388               DSETDIRTRC
NAUT8004368368201510030900ELED00000100000094545510CUS-20409398               DSETDIRTRC
NAUT8004368368201510030907ELED00000100000078045956CUS-20409402               DSETDIRTRC
NAUT8004368368201510030920ELED00000100000078237210CUS-20409411               DSETDIRTRC
NAUT8004368368201510030927ELED00000100000044804419CUS-20409417               DSETDIRTRC
NAUT8004368368201510030935ELED00000100000095670916CUS-20409425               DSETDIRTRC
NAUT8004368368201510030945ELED00000100000098367360CUS-20409443               DSETDIRTRC
NAUT8004368368201510030948ELED00000100000034120239CUS-20409449               DSETDIRTRC
NAUT8004368368201510030952ELED00000100000031907706CUS-20409455               DSETDIRTRC
NAUT8004368368201510030955ELED00000100000080446970CUS-20409460               DSETDIRTRC
NAUT8004368368201510030959ELED00000100000028173704CUS-20409464               DSETDIRTRC
NAUT8004368368201510031005ELED00000100000045693513CUS-20409467               DSETDIRTRC
NAUT8004368368201510031011ELED00000100000069001308CUS-20409473               DSETDIRTRC
NAUT8004368368201510031020ELED00000100000092503951CUS-20409484               DSETDIRTRC
NAUT8004368368201510031028ELED00000100000020124703CUS-20409496               DSETDIRTRC
NAUT8004368368201510031039ELED00000100000030504310CUS-20409503               DSETDIRTRC
NAUT8004368368201510031052ELED00000100000076522254CUS-20409518               DSETDIRTRC
NAUT8004368368201510031056ELED00000100000049262517CUS-20409521               DSETDIRTRC
NAUT8004368368201510031059ELED00000100000083712425CUS-20409523               DSETDIRTRC
NAUT8004368368201510031107ELED00000100000055419612CUS-20409535               DSETDIRTRC
NAUT8004368368201510031111ELED00000100000091950619CUS-20409540               DSETDIRTRC
NAUT8004368368201510031116ELED00000100000045640610CUS-20409542               DSETDIRTRC
NAUT8004368368201510031120ELED00000100000033126786CUS-20409549               DSETDIRTRC
NAUT8004368368201510031123ELED00000100000043320419CUS-9488116               DSETDIRTRC
NAUT8004368368201510031141ELED00000100000097035503CUS-2116504               DSETDIRTRC
NAUT8004368368201510031147ELED00000100000023323215CUS-20409572               DSETDIRTRC
NAUT8004368368201510031204ELED00000100000074501918CUS-20409586               DSETDIRTRC
NAUT8004368368201510031247ELED00000100000038120901CUS-20409628               DSETDIRTRC
NAUT8004368368201510031800ELED00000100000099218509CUS-20409953               DSETDIRTRC
NAUT8004368368201510032034ELED00000100000036375334CUS-20410074               DSETDIRTRC
NAUT8005258332201510030806ELED00000100000049082CUS-20409344               DSEESF14EBMT
NAUT8005258332201510031218ELED00000100000002360508CUS-20409606               DSEESF14EBMT
NAUT8005258332201510031418ELED00000100000028078704CUS-20409733               DSEESF14EBMT
NAUT8005258332201510031744ELED00000100000095832916CUS-20409937               DSEESF14EBMT
NAUT8005258332201510032113ELED00000100000077396281CUS-20410100               DSEESF14EBMT
NAUT8005361847201510031239ELED00000100000061821217CUS-20409624               dseesf14dBMT
NAUT8005361847201510031412ELED00000100000007663CUS-20409726               dseesf14dBMT
NAUT8005361847201510031543ELED00000100000081005719CUS-20409822               dseesf14dBMT
NAUT8005361847201510031551ELED00000100000072150501CUS-20409832               dseesf14dBMT
NAUT8005361847201510031554ELED00000100000032159352CUS-20409838               dseesf14dBMT
NAUT8005361847201510031603ELED00000100000030331770CUS-6420595               dseesf14dBMT
NAUT8005361847201510031607ELED00000100000078628512CUS-11162951               dseesf14dBMT
NAUT8005361847201510031711ELED00000100000001001413CUS-9114051               dseesf14dBMT
NAUT8005361847201510031727ELED00000100000007043973CUS-20409921               dseesf14dBMT
NAUT8005361847201510031759ELED00000100000039507228CUS-20409952               dseesf14dBMT
NAUT8005361847201510031804ELED00000100000029560843CUS-10124663               dseesf14dBMT
NAUT8006566904201510030010ELED00000100000094544510CUS-20409214               DSEESF14HBMT
NAUT8006566904201510030014ELED00000100000026301304CUS-20409216               DSEESF14HBMT
NAUT8006566904201510030018ELED00000100000071342318CUS-1734762               DSEESF14HBMT
NAUT8006566904201510031611ELED00000100000015222412CUS-20409860               DSEESF14HBMT
NAUT8006566904201510032333ELED00000100000037127615CUS-9336617               DSEESF14HBMT
NAUT8006566904201510032338ELED00000100000002118857CUS-699465               DSEESF14HBMT
NAUT8006566904201510032342ELED00000100000021720240CUS-20410178               DSEESF14HBMT
NAUT8007075879201510031129ELED00000100000011217347CUS-20409557               SAWSF11ETRC
NAUT8007075879201510031131ELED00000100000011217347CUS-20409557               SAWSF11EBFX
NAUT8007781519201510030646ELED000001000000C0A1H902CUS-20409294               ICASTSF15BTRC
NAUT8008483965201510031139ELED00000100000030906706CUS-20409563               DSEESF14GBMT
NAUT8008483965201510031652ELED00000100000090631702CUS-20409891               DSEESF14GBMT
NAUT8008597365201510031745ELED00000100000060538773CUS-20409940               DSEESF14IBMT
NAUT8009528621201510030103ELED00000100000046253317CUS-20409227               dsetsf12aTRC
NAUT8009528621201510030628ELED00000100000072169870CUS-20409274               dsetsf12aTRC
NAUT8009528621201510030631ELED00000100000008817609CUS-20409278               dsetsf12aTRC
NAUT8009528621201510030635ELED00000100000062952618CUS-20409281               dsetsf12aTRC
NAUT8009528621201510030640ELED00000100000000714787CUS-20409286               dsetsf12aTRC
NAUT8009528621201510030703ELED00000100000060130708CUS-20409306               dsetsf12aTRC
NAUT8009528621201510030707ELED00000100000006854860CUS-20409307               dsetsf12aTRC
NAUT8009528621201510031320ELED00000100000054401715CUS-20409674               dsetsf12aTRC
NAUT8009528621201510031345ELED00000100000053089262CUS-20409704               dsetsf12aTRC
NAUT8009528621201510031355ELED00000100000030044678CUS-20409716               dsetsf12aTRC
NAUT8009528621201510031359ELED00000100000053223262CUS-10372709               dsetsf12aTRC
NAUT8009528621201510031404ELED00000100000075686903CUS-20409720               dsetsf12aTRC
NAUT8009528621201510031408ELED00000100000032712407CUS-20409722               dsetsf12aTRC
NAUT8009528621201510031411ELED00000100000078154806CUS-20409725               dsetsf12aTRC
NAUT8009528621201510031423ELED00000100000002081508CUS-20409738               dsetsf12aTRC
NAUT8009528621201510031428ELED00000100000020019202CUS-1928967               dsetsf12aTRC
NAUT8009528621201510031431ELED00000100000077591770CUS-20409742               dsetsf12aTRC
NAUT8009528621201510031452ELED00000100000053916920CUS-20409761               dsetsf12aTRC
NAUT8009528621201510031457ELED00000100000080021CUS-20409763               dsetsf12aTRC
NAUT8009528621201510031516ELED00000100000011704631CUS-20409790               dsetsf12aTRC
NAUT8009528621201510031519ELED00000100000021163410CUS-20409794               dsetsf12aTRC
NAUT8009528621201510031523ELED00000100000061856217CUS-20409797               dsetsf12aTRC
NAUT8009528621201510031531ELED00000100000032162772CUS-4999690               dsetsf12aTRC
NAUT8009528621201510031535ELED00000100000033935863CUS-20409810               dsetsf12aTRC
NAUT8009528621201510031540ELED00000100000077433281CUS-20409817               dsetsf12aTRC
NAUT8009528621201510031608ELED00000100000088012575CUS-20409856               dsetsf12aTRC
NAUT8009528621201510031619ELED00000100000079336806CUS-20409871               dsetsf12aTRC
NAUT8009528621201510031705ELED00000100000065631417CUS-20409904               dsetsf12aTRC
NAUT8009528621201510031724ELED00000100000046952765CUS-20409917               dsetsf12aTRC
NAUT8009528621201510031732ELED00000100000075211469CUS-20409925               dsetsf12aTRC
NAUT8009528621201510031745ELED00000100000032707407CUS-20409938               dsetsf12aTRC
NAUT8009528621201510031749ELED00000100000028215980CUS-20409946               dsetsf12aTRC
NAUT8009528621201510031752ELED00000100000032750407CUS-20409948               dsetsf12aTRC
NAUT8009528621201510031757ELED00000100000098682CUS-20409951               dsetsf12aTRC
NAUT8009528621201510031833ELED00000100000095815916CUS-20409983               dsetsf12aTRC
NAUT8009528621201510031836ELED00000100000077042281CUS-20409986               dsetsf12aTRC
NAUT8009528621201510031856ELED00000100000046201317CUS-20410004               dsetsf12aTRC
