US Short Form Leads
NAUT8002035443201509122044LEAD00000100000010473718CUS-20387746               BRNGN120TCMOMTICTRC
NAUT8002479645201509120653LEAD00000100000033313954CUS-20386747               QUBON120TCMOMTICTRC
NAUT8002479645201509121201LEAD00000100000075110270CUS-20387175               QUBON120TCMOMTICTRC
NAUT8002481408201509120824LEAD00000100000019107484CUS-20386853               ION*N120WMNS*TICTRC
NAUT8002481408201509120824LEAD00000100000048855517CUS-20386854               ION*N120WMNS*TICTRC
NAUT8002481408201509120824LEAD00000100000060624773CUS-20386852               ION*N120WMNS*TICTRC
NAUT8002481408201509120825LEAD00000100000008105856CUS-20386856               ION*N120WMNS*TICTRC
NAUT8002481408201509120825LEAD00000100000075089469CUS-20386857               ION*N120WMNS*TICTRC
NAUT8002481408201509120826LEAD00000100000021239443CUS-20386859               ION*N120WMNS*TICTRC
NAUT8002481408201509120826LEAD00000100000034609352CUS-20386860               ION*N120WMNS*TICTRC
NAUT8002481408201509120828LEAD00000100000044240330CUS-20386863               ION*N120WMNS*TICTRC
NAUT8002481408201509120838LEAD00000100000044266330CUS-20386874               ION*N120WMNS*TICTRC
NAUT8002481408201509120936LEAD00000100000033025954CUS-20386957               ION*N120WMNS*TICTRC
NAUT8002481408201509120940LEAD00000100000075205214CUS-370820               ION*N120WMNS*TICTRC
NAUT8002481408201509121125LEAD00000100000002649774CUS-20387116               ION*N120WMNS*TICTRC
NAUT8002481408201509121125LEAD00000100000095205209CUS-20387119               ION*N120WMNS*TICTRC
NAUT8002481408201509121127LEAD00000100000094596925CUS-20387122               ION*N120WMNS*TICTRC
NAUT8002481408201509121244LEAD00000100000090605323CUS-20387237               ION*N120WMNS*TICTRC
NAUT8002528750201509120854LEAD00000100000086442626CUS-13213449               OWN*N180HAMF*TICBMT
NAUT8002542818201509121740LEAD00000100000028789828CUS-20387578               INSPN120ALOBYTICTRC
NAUT8002542818201509121741LEAD00000100000001109413CUS-20387580               INSPN120ALOBYTICTRC
NAUT8002542818201509121742LEAD00000100000049221517CUS-20387581               INSPN120ALOBYTICTRC
NAUT8002542818201509121743LEAD00000100000095358209CUS-20387583               INSPN120ALOBYTICTRC
NAUT8002542818201509121754LEAD00000100000090056310CUS-20387594               INSPN120ALOBYTICTRC
NAUT8002542818201509130031LEAD00000100000092225760CUS-20387909               INSPN120ALOBYTICTRC
NAUT8002580343201509121315LEAD00000100000098023206CUS-20387275               UPTVN120ALOBYTICTRC
NAUT8002580646201509121416LEAD00000100000075228214CUS-20387355               ION*N120ALOBYTICTRC
NAUT8002594151201509121502LEAD00000100000096720808CUS-20387406               UPTVN120WMNS*TICTRC
NAUT8002598587201509121215LEAD00000100000038579931CUS-20387192               HMM*N120WMNS*TICTRC
NAUT8002598587201509121723LEAD00000100000029571843CUS-20387558               HMM*N120WMNS*TICTRC
NAUT8002598587201509121725LEAD00000100000001028413CUS-20387563               HMM*N120WMNS*TICTRC
NAUT8002971376201509120026LEAD00000100000030096770CUS-1632131               GRITN120HAMBYTICBMT
NAUT8002971376201509120028LEAD00000100000015235412CUS-4967017               GRITN120HAMBYTICBMT
NAUT8002971376201509120028LEAD00000100000045406937CUS-20386542               GRITN120HAMBYTICBMT
NAUT8002971376201509120029LEAD00000100000041018859CUS-12947129               GRITN120HAMBYTICBMT
NAUT8002971376201509120029LEAD00000100000077016832CUS-20386543               GRITN120HAMBYTICBMT
NAUT8002971376201509120743LEAD00000100000077625409CUS-20386807               GRITN120HAMBYTICBMT
NAUT8002971376201509121127LEAD00000100000095209209CUS-20387123               GRITN120HAMBYTICBMT
NAUT8002971376201509121629LEAD00000100000010035347CUS-20387507               GRITN120HAMBYTICBMT
NAUT8002971376201509121630LEAD00000100000091761909CUS-20387508               GRITN120HAMBYTICBMT
NAUT8002971376201509121634LEAD00000100000062526217CUS-20387506               GRITN120HAMBYTICBMT
NAUT8002987359201509121805LEAD00000100000089121702CUS-20387605               TESCN120ALOBYTICTRC
NAUT8002987359201509121806LEAD00000100000048201313CUS-20387607               TESCN120ALOBYTICTRC
NAUT8003419994201509121502LEAD00000100000017512717CUS-20387408               CZNYN120ALOBYTICTRC
NAUT8003419994201509121503LEAD00000100000048225313CUS-20387409               CZNYN120ALOBYTICTRC
NAUT8003540108201509130034LEAD00000100000037914865CUS-20387911               TNT*N60*WALKATICTRC
NAUT8003540108201509130037LEAD00000100000048207313CUS-20387912               TNT*N60*WALKATICTRC
NAUT8003773625201509121414LEAD00000100000020746813CUS-20387347               METVN120WMNS*TICTRC
NAUT8003773625201509121414LEAD00000100000048228678CUS-20387349               METVN120WMNS*TICTRC
NAUT8003773625201509121415LEAD00000100000039565228CUS-20387350               METVN120WMNS*TICTRC
NAUT8003773625201509121415LEAD00000100000046403219CUS-20387348               METVN120WMNS*TICTRC
NAUT8003773625201509121416LEAD00000100000077280832CUS-20387356               METVN120WMNS*TICTRC
NAUT8003773625201509121417LEAD00000100000029437843CUS-20387351               METVN120WMNS*TICTRC
NAUT8003773625201509121419LEAD00000100000043551419CUS-20387359               METVN120WMNS*TICTRC
NAUT8003773625201509121716LEAD00000100000099301509CUS-20387551               METVN120WMNS*TICTRC
NAUT8003773625201509121717LEAD00000100000091766909CUS-20387553               METVN120WMNS*TICTRC
NAUT8003773625201509130132LEAD00000100000089110702CUS-20387928               METVN120WMNS*TICTRC
NAUT8003920504201509121851LEAD00000100000074578918CUS-20387648               CMACL60*HAMF*TICBMT
NAUT8004163787201509120031LEAD00000100000010314347CUS-20386548               CMSYL60*HAMF*TICBMT
NAUT8004163787201509121528LEAD00000100000007305201CUS-20387447               CMSYL60*HAMF*TICBMT
NAUT8004168063201509120805LEAD00000100000028269704CUS-20386827               CMTRL60*HAMF*TICBMT
NAUT8004201780201509120921LEAD00000100000046001765CUS-20386935               CZNYN120WMNS*TICTRC
NAUT8004201780201509121050LEAD00000100000064152816CUS-20387056               CZNYN120WMNS*TICTRC
