US Short Form Leads
NAUT8002035443201507161245LEAD00000100000046241317CUS-20302273               BRNGN120TCMOMTICTRC
NAUT8002175036201507161627LEAD00000100000090601562CUS-20302562               FYI*N180HAMF*TICBMT
NAUT8002479645201507161547LEAD00000100000032940321CUS-20302505               QUBON120TCMOMTICTRC
NAUT8002528750201507161241LEAD00000100000030084678CUS-5344175               OWN*N180HAMF*TICBMT
NAUT8002528750201507161243LEAD00000100000078212210CUS-20302267               OWN*N180HAMF*TICBMT
NAUT8002528750201507161244LEAD00000100000078045956CUS-20302269               OWN*N180HAMF*TICBMT
NAUT8002542818201507160544LEAD00000100000002645774CUS-20301722               INSPN120ALOBYTICTRC
NAUT8002542818201507160633LEAD00000100000033873903CUS-20301748               INSPN120ALOBYTICTRC
NAUT8002542818201507160634LEAD00000100000028150704CUS-20247117               INSPN120ALOBYTICTRC
NAUT8002542818201507160636LEAD00000100000031027478CUS-20301750               INSPN120ALOBYTICTRC
NAUT8002542818201507160637LEAD00000100000071046318CUS-20301749               INSPN120ALOBYTICTRC
NAUT8002580343201507161248LEAD00000100000095117408CUS-20302276               UPTVN120ALOBYTICTRC
NAUT8002591694201507160042LEAD00000100000091740626CUS-20301611               METVN120ALOBYTICTRC
NAUT8002949672201507161250LEAD00000100000089445775CUS-20302281               DTVSN60*HAMF*TICBMT
NAUT8002971376201507161106LEAD00000100000089801503CUS-20302102               GRITN120HAMBYTICBMT
NAUT8002971376201507162136LEAD00000100000093702559CUS-20302729               GRITN120HAMBYTICBMT
NAUT8002971376201507162137LEAD00000100000021215443CUS-20302731               GRITN120HAMBYTICBMT
NAUT8003184501201507160605LEAD00000100000030252CUS-20301730               MOVSN5MNFIVE*TICTRC
NAUT8003184501201507160607LEAD00000100000019805302CUS-20301733               MOVSN5MNFIVE*TICTRC
NAUT8003184501201507160609LEAD00000100000030156678CUS-20301734               MOVSN5MNFIVE*TICTRC
NAUT8003754403201507162143LEAD00000100000091387626CUS-20302735               TESCN120TCMOMTICTRC
NAUT8003754403201507162146LEAD00000100000044121440CUS-20302741               TESCN120TCMOMTICTRC
NAUT8003754403201507162305LEAD00000100000020024202CUS-20302766               TESCN120TCMOMTICTRC
NAUT8003920471201507160331LEAD00000100000001420978CUS-20301642               SUNDN5MNFIVE*TICTRC
NAUT8003920471201507160336LEAD00000100000056142507CUS-20301643               SUNDN5MNFIVE*TICTRC
NAUT8003920471201507160404LEAD00000100000027893252CUS-20301648               SUNDN5MNFIVE*TICTRC
NAUT8003920471201507160431LEAD00000100000025831304CUS-20301672               SUNDN5MNFIVE*TICTRC
NAUT8003920471201507170237LEAD00000100000011717631CUS-20302811               SUNDN5MNFIVE*TICTRC
NAUT8003920471201507170239LEAD00000100000095337209CUS-20302813               SUNDN5MNFIVE*TICTRC
NAUT8004367530201507161844LEAD00000100000028212704CUS-20302652               JUSTN120HAMBYTICBMT
NAUT8004768135201507161618LEAD00000100000086033928CUS-20302555               AMC*L60*ALOHATICTRC
NAUT8005276842201507161321LEAD00000100000037160931CUS-20302327               HMM*N5MINFIVE*TICTRC
NAUT8006325419201507160844LEAD00000100000050158641CUS-20301869               SPKEN120ALOBYTICTRC
NAUT8006325419201507160846LEAD00000100000046327219CUS-20301871               SPKEN120ALOBYTICTRC
NAUT8006491651201507160536LEAD00000100000008648609CUS-20301709               SUNDN120HAMBYTICBMT
NAUT8006491651201507160928LEAD00000100000008105856CUS-20301931               SUNDN120HAMBYTICBMT
NAUT8006491651201507160928LEAD00000100000045503937CUS-20301929               SUNDN120HAMBYTICBMT
