US Short Form Leads
NAUT8002479645201507060752LEAD00000100000044646330CUS-20285741               QUBON120TCMOMTICTRC
NAUT8002528750201507061251LEAD00000100000092346909CUS-20286268               OWN*N180HAMF*TICBMT
NAUT8002528750201507061257LEAD00000100000035773256CUS-20286278               OWN*N180HAMF*TICBMT
NAUT8002542818201507060649LEAD00000100000031211CUS-20285623               INSPN120ALOBYTICTRC
NAUT8002542818201507060650LEAD00000100000029210803CUS-20285627               INSPN120ALOBYTICTRC
NAUT8002542818201507060651LEAD00000100000048750989CUS-20285629               INSPN120ALOBYTICTRC
NAUT8002542818201507061110LEAD00000100000072834479CUS-20286113               INSPN120ALOBYTICTRC
NAUT8002542818201507061730LEAD00000100000036474334CUS-20088182               INSPN120ALOBYTICBFX
NAUT8002542818201507061730LEAD00000100000036474334CUS-20088182               INSPN120ALOBYTICTRC
NAUT8002542818201507061738LEAD00000100000047462812CUS-20286762               INSPN120ALOBYTICTRC
NAUT8002580343201507060856LEAD00000100000063841573CUS-20285836               UPTVN120ALOBYTICTRC
NAUT8002580343201507061156LEAD00000100000078240210CUS-20286192               UPTVN120ALOBYTICTRC
NAUT8002580343201507061157LEAD00000100000077033713CUS-20286191               UPTVN120ALOBYTICTRC
NAUT8002580343201507061229LEAD00000100000035757507CUS-20286236               UPTVN120ALOBYTICTRC
NAUT8002580343201507061943LEAD00000100000006706203CUS-20286940               UPTVN120ALOBYTICTRC
NAUT8002580343201507061943LEAD00000100000074037918CUS-20286941               UPTVN120ALOBYTICTRC
NAUT8002580343201507061945LEAD00000100000087701505CUS-20286945               UPTVN120ALOBYTICTRC
NAUT8002580343201507061947LEAD00000100000037324931CUS-20286952               UPTVN120ALOBYTICTRC
NAUT8002580343201507061956LEAD00000100000025526304CUS-20286974               UPTVN120ALOBYTICTRC
NAUT8002580646201507060628LEAD00000100000024501434CUS-20285596               ION*N120ALOBYTICTRC
NAUT8002580646201507060628LEAD00000100000032219904CUS-20285598               ION*N120ALOBYTICTRC
NAUT8002591694201507060708LEAD00000100000065806417CUS-20285660               METVN120ALOBYTICTRC
NAUT8002591694201507061057LEAD00000100000064701816CUS-20286091               METVN120ALOBYTICTRC
NAUT8002591694201507061310LEAD00000100000095691805CUS-20286297               METVN120ALOBYTICTRC
NAUT8002591694201507061325LEAD00000100000056071612CUS-20167115               METVN120ALOBYTICTRC
NAUT8002591694201507061327LEAD00000100000048638989CUS-20286326               METVN120ALOBYTICTRC
NAUT8002591694201507061327LEAD00000100000055060507CUS-20286331               METVN120ALOBYTICTRC
NAUT8002591694201507061327LEAD00000100000060620773CUS-20286324               METVN120ALOBYTICTRC
NAUT8002591694201507061328LEAD00000100000008205856CUS-20286330               METVN120ALOBYTICTRC
NAUT8002591694201507061328LEAD00000100000033972610CUS-20286336               METVN120ALOBYTICTRC
NAUT8002591694201507061328LEAD00000100000060430708CUS-20286335               METVN120ALOBYTICTRC
NAUT8002591694201507061329LEAD00000100000054982920CUS-20286339               METVN120ALOBYTICTRC
NAUT8002591694201507061424LEAD00000100000045231513CUS-20286442               METVN120ALOBYTICTRC
NAUT8002591694201507061426LEAD00000100000007734908CUS-20286444               METVN120ALOBYTICTRC
NAUT8002591694201507061426LEAD00000100000023231804CUS-20018413               METVN120ALOBYTICTRC
NAUT8002591694201507061426LEAD00000100000062034618CUS-20286446               METVN120ALOBYTICTRC
NAUT8002591694201507061427LEAD00000100000070806443CUS-20286449               METVN120ALOBYTICTRC
NAUT8002591694201507061432LEAD00000100000060564630CUS-20286453               METVN120ALOBYTICTRC
NAUT8002591694201507061538LEAD00000100000079821915CUS-20286568               METVN120ALOBYTICTRC
NAUT8002949672201507061245LEAD00000100000011219718CUS-7535721               DTVSN60*HAMF*TICBMT
NAUT8002949672201507061301LEAD00000100000029841706CUS-20286283               DTVSN60*HAMF*TICBMT
NAUT8002949672201507061301LEAD00000100000029841706CUS-20286283               DTVSN60*HAMF*TICTRC
